年度,区分,学科,時間割CD,履修期名,曜日,時限,科目名,単位,対象学年,教員名,校舎記号,校舎,教室名,教室,原本ファイル
2026,理工学部,応用情報工学科,K11B,後期,月,1,情報基礎演習Ⅱ,1,1,高橋（聖）・保谷　他,F,船橋校舎,1442 241 1201 1204,1204,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q12A,後期,月,2,健康の科学,1,1,北村　勝朗,F,船橋校舎,1012,1012,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K12B,後期,月,2,離散数学,2,2,松野・村上,F,船橋校舎,階段教室(小),階段教室(小),1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K12D,後期,月,2,データベース,2,3,関　弘翔,F,船橋校舎,1113 1201 1204,1113,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K12D,後期,月,2,データベース,2,3,関　弘翔,F,船橋校舎,1113 1201 1204,1201,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K12D,後期,月,2,データベース,2,3,関　弘翔,F,船橋校舎,1113 1201 1204,1204,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K13A,後期,月,3,情報工学実験Ⅰ {年間隔週}↓連続２時限【年間隔週】,2,1,香取・西脇　他,F,船橋校舎,231 1223,231,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K13A,後期,月,3,情報工学実験Ⅰ {年間隔週}↓連続２時限【年間隔週】,2,1,香取・西脇　他,F,船橋校舎,231 1223,1223,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,3,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13L,後期,月,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),819,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13L,後期,月,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),826,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13L,後期,月,3,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),829,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13A,後期,月,3,倫理学 {I群},2,1,佐々木　慎吾,F,船橋校舎,1011,1011,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13B,後期,月,3,社会学 {I群},2,1,川島　安博,F,船橋校舎,1021,1021,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13C,後期,月,3,法学 {I群},2,1,天野　聖悦,F,船橋校舎,1013,1013,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13D,後期,月,3,ことばと文化 {I群},2,1,郭　海燕,F,船橋校舎,1012,1012,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13E,後期,月,3,経済学 {I群},2,1,藤木　秀明,F,船橋校舎,1023,1023,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13F,後期,月,3,哲学 {II群},2,1,谷田　雄毅,F,船橋校舎,1031,1031,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13G,後期,月,3,感性芸術学 {II群},2,1,勢力　尚雅,F,船橋校舎,1032,1032,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13H,後期,月,3,日本語表現の基礎 {II群},1,1,市川　浩昭,F,船橋校舎,1033,1033,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13I,後期,月,3,心理学 {II群},2,1,加藤　博己,F,船橋校舎,1041,1041,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13J,後期,月,3,技術者倫理 {III群},2,1,壁谷　彰慶,F,船橋校舎,1042,1042,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q13K,後期,月,3,科学技術史 {III群},2,1,青木　学,F,船橋校舎,1022,1022,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K13B,後期,月,3,情報工学実験Ⅲ↓連続２時限【年間】,4,3,保谷・松野　他,F,船橋校舎,221(実験室),221,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K13A,後期,月,4,情報工学実験Ⅰ {年間隔週}↓連続２時限【年間隔週】,2,1,香取・西脇　他,F,船橋校舎,231 1223,231,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K13A,後期,月,4,情報工学実験Ⅰ {年間隔週}↓連続２時限【年間隔週】,2,1,香取・西脇　他,F,船橋校舎,231 1223,1223,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13K,後期,月,4,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,岡田・坂元　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13L,後期,月,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),819,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13L,後期,月,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),826,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,P13L,後期,月,4,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伊藤・岡田　他,F,船橋校舎,8号館実験室(819 826 829),829,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14A,後期,月,4,倫理学 {I群},2,1,佐々木　慎吾,F,船橋校舎,1011,1011,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14B,後期,月,4,ことばと文化 {I群},2,1,岸　規子,F,船橋校舎,1012,1012,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14C,後期,月,4,社会学 {I群},2,1,川島　安博,F,船橋校舎,1021,1021,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14D,後期,月,4,法学 {I群},2,1,天野　聖悦,F,船橋校舎,1013,1013,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14E,後期,月,4,経済学 {I群},2,1,藤木　秀明,F,船橋校舎,1023,1023,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14F,後期,月,4,哲学 {II群},2,1,谷田　雄毅,F,船橋校舎,1031,1031,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14G,後期,月,4,感性芸術学 {II群},2,1,勢力　尚雅,F,船橋校舎,1032,1032,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14H,後期,月,4,日本語表現の基礎 {II群},1,1,市川　浩昭,F,船橋校舎,1033,1033,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14I,後期,月,4,心理学 {II群},2,1,加藤　博己,F,船橋校舎,1041,1041,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14J,後期,月,4,技術者倫理 {III群},2,1,壁谷　彰慶,F,船橋校舎,1042,1042,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q14K,後期,月,4,科学技術史 {III群},2,1,青木　学,F,船橋校舎,1022,1022,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K13B,後期,月,4,情報工学実験Ⅲ↓連続２時限【年間】,4,3,保谷・松野　他,F,船橋校舎,221(実験室),221,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q21A,後期,火,1,健康の科学,1,1,北村　勝朗,F,船橋校舎,1023,1023,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K21B,後期,火,1,人工知能,2,3,西脇・滕,F,船橋校舎,1022,1022,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K22B,後期,火,2,キャリアデザイン入門【後期隔週】,1,2,篠原　昭夫,F,船橋校舎,1422,1422,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K22D,後期,火,2,システム工学 {共同開講},2,3,高橋　聖,F,船橋校舎,1012,1012,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23A,後期,火,3,倫理学 {I群},2,1,佐々木　慎吾,F,船橋校舎,1012,1012,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23B,後期,火,3,ことばと文化 {I群},2,1,石部　尚登,F,船橋校舎,1021,1021,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23C,後期,火,3,法学 {I群},2,1,天野　聖悦,F,船橋校舎,1022,1022,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23D,後期,火,3,経済学 {I群},2,1,藤木　秀明,F,船橋校舎,1023,1023,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23E,後期,火,3,哲学 {II群},2,1,槇野　沙央理,F,船橋校舎,1031,1031,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23F,後期,火,3,感性芸術学 {II群},2,1,今村　淳,F,船橋校舎,1032,1032,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23G,後期,火,3,日本語表現の基礎 {II群},1,1,石尾　奈智子,F,船橋校舎,1041,1041,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23H,後期,火,3,技術者倫理 {III群},2,1,勢力　尚雅,F,船橋校舎,1033,1033,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23I,後期,火,3,科学技術史 {III群},2,1,青木　学,F,船橋校舎,1013,1013,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q23J,後期,火,3,科学技術と人間 {III群},2,1,雨宮　久美,F,船橋校舎,1042,1042,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K23A,後期,火,3,情報工学実験Ⅱ↓連続２時限【年間】,4,2,高橋・細野　他,F,船橋校舎,221(実験室),221,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K23C,後期,火,3,マネジメント工学,2,3,五味・篠原,F,船橋校舎,1443 241,1443,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,K23C,後期,火,3,マネジメント工学,2,3,五味・篠原,F,船橋校舎,1443 241,241,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q24A,後期,火,4,倫理学 {I群},2,1,佐々木　慎吾,F,船橋校舎,1012,1012,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q24B,後期,火,4,ことばと文化 {I群},2,1,岸　規子,F,船橋校舎,1021,1021,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,応用情報工学科,Q24C,後期,火,4,法学 {I群},2,1,天野　聖悦,F,船橋校舎,1022,1022,1_理工学部_15_応用情報工学科_0_2026年_時間割表1面_20260402195323.xls
