年度,区分,学科,時間割CD,履修期名,曜日,時限,科目名,単位,対象学年,教員名,校舎記号,校舎,教室名,教室,原本ファイル
2026,理工学部,土木工学科,U32B,前期,水,2,文学 {I群},2,2,岸　規子,S,タワースコラ,S604,S604,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32C,前期,水,2,法学 {I群},2,2,天野　聖悦,S,タワースコラ,S505,S505,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32D,前期,水,2,ことばと文化 {I群},2,2,郭　海燕,S,タワースコラ,S202,S202,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32E,前期,水,2,感性芸術学 {II群},2,2,勢力　尚雅,S,タワースコラ,S303,S303,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32F,前期,水,2,哲学 {II群},2,2,雨宮　久美,S,タワースコラ,S304,S304,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32G,前期,水,2,技術者倫理 {III群},2,2,佐々木　慎吾,S,タワースコラ,S504,S504,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32H,前期,水,2,科学技術と人間 {III群},2,2,工藤　怜之,S,タワースコラ,S404,S404,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32I,前期,水,2,科学技術と経済 {III群},2,2,藤木　秀明,S,駿河台校舎,143,143,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U32J,前期,水,2,知的財産権論 {III群},2,2,竹内　敏夫,S,駿河台校舎,134,134,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A32P,前期,水,2,材料力学 {1},2,3,小林･小田,S,駿河台校舎,131,131,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A32Q,前期,水,2,コンクリート構造設計 {2},2,3,関・山田,S,駿河台校舎,141,141,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A32S,前期,水,2,インフラ工学,2,4,中村・金子・石橋,S,駿河台校舎,CSTﾎｰﾙ,CSTﾎｰﾙ,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31A,前期,水,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大久保・中原　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31A,前期,水,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大久保・中原　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31A,前期,水,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大久保・中原　他,F,船橋校舎,105 113 134 143 144,134,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31A,前期,水,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大久保・中原　他,F,船橋校舎,105 113 134 143 144,143,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31A,前期,水,2,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大久保・中原　他,F,船橋校舎,105 113 134 143 144,144,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31B,前期,水,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大宅・伊藤　他,F,船橋校舎,819 826 829 341 342,819,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31B,前期,水,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大宅・伊藤　他,F,船橋校舎,819 826 829 341 342,826,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31B,前期,水,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大宅・伊藤　他,F,船橋校舎,819 826 829 341 342,829,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31B,前期,水,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大宅・伊藤　他,F,船橋校舎,819 826 829 341 342,341,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P31B,前期,水,2,基礎化学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,大宅・伊藤　他,F,船橋校舎,819 826 829 341 342,342,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P32A,前期,水,2,英語ⅡA,1,1,後藤　郁子,F,船橋校舎,1132,1132,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P32B,前期,水,2,英語ⅡA,1,1,島本　慎一朗,F,船橋校舎,1141,1141,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P32C,前期,水,2,英語ⅡA,1,1,一瀨　厚一,F,船橋校舎,1131,1131,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P32D,前期,水,2,英語ⅡA,1,1,大住　有里子,F,船橋校舎,1142,1142,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P32E,前期,水,2,英語ⅡA,1,1,小西　文香,F,船橋校舎,1233,1233,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P32F,前期,水,2,英語ⅡA,1,1,小中　秀彦,F,船橋校舎,1234,1234,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P32G,前期,水,2,英語ⅡA,1,1,井内　千紗,F,船橋校舎,1133,1133,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33M,前期,水,3,材料化学 {1},2,2,小泉　公志郎,S,駿河台校舎,144,144,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33N,前期,水,3,応用力学Ⅰ演習 {2},1,2,長谷部　寛,S,駿河台校舎,151,151,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U33A,前期,水,3,英語ⅢA,1,2,三坂　恭代,S,駿河台校舎,133,133,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U33B,前期,水,3,英語ⅢA,1,2,手島　敬子,S,駿河台校舎,171,171,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U33C,前期,水,3,英語ⅢA,1,2,加藤　遼子,S,タワースコラ,S304,S304,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U33D,前期,水,3,English Communication Ⅰ,1,2,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,S,タワースコラ,S504,S504,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U33E,前期,水,3,English Communication Ⅰ,1,2,RobertJason Veenstra,S,タワースコラ,S402,S402,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,U33F,前期,水,3,English Communication Ⅰ,1,2,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,S,タワースコラ,S201,S201,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33Q,前期,水,3,地盤工学Ⅰ {1},2,3,鎌尾　彰司,S,タワースコラ,S401,S401,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33R,前期,水,3,材料力学演習 {2},1,3,小林･小田,S,タワースコラ,S505,S505,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33T,前期,水,3,道路工学,2,4,大沢・川上,S,タワースコラ,S303,S303,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33A,前期,水,3,微分積分学Ⅰ {A},2,1,林　誠,F,船橋校舎,1421,1421,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33B,前期,水,3,微分積分学Ⅰ {B},2,1,内田　匠風,F,船橋校舎,1422,1422,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A33C,前期,水,3,測量学Ⅰ {C},2,1,羽柴・園部,F,船橋校舎,1423,1423,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P33J,前期,水,3,英語ⅡA,1,1,秋庭　大悟,F,船橋校舎,1133,1133,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P33K,前期,水,3,英語ⅡA,1,1,後藤　郁子,F,船橋校舎,1132,1132,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P33L,前期,水,3,英語ⅡA,1,1,島本　慎一朗,F,船橋校舎,1131,1131,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P33M,前期,水,3,英語ⅡA,1,1,大住　有里子,F,船橋校舎,1143,1143,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P33N,前期,水,3,英語ⅡA,1,1,青木　克憲,F,船橋校舎,1142,1142,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P33O,前期,水,3,英語ⅡA,1,1,小西　文香,F,船橋校舎,1141,1141,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P33P,前期,水,3,英語ⅡA,1,1,小中　秀彦,F,船橋校舎,1122,1122,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A34M,前期,水,4,材料化学 {2},2,2,小泉　公志郎,S,駿河台校舎,151,151,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A34N,前期,水,4,応用力学Ⅰ演習 {1},1,2,長谷部　寛,S,駿河台校舎,144,144,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A34Q,前期,水,4,材料力学演習 {1},1,3,小林･小田,S,タワースコラ,S401,S401,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A34R,前期,水,4,地盤工学Ⅰ {2},2,3,鎌尾　彰司,S,タワースコラ,S505,S505,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A34A,前期,水,4,微分積分学Ⅰ {C},2,1,林　誠,F,船橋校舎,1421,1421,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A34B,前期,水,4,測量学Ⅰ {AB},2,1,羽柴・園部,F,船橋校舎,1325,1325,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P34A,前期,水,4,ドイツ語Ⅰ,1,1,時田　伊津子,F,船橋校舎,1232,1232,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P34B,前期,水,4,ドイツ語Ⅰ,1,1,石山　晃一,F,船橋校舎,1233,1233,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P34C,前期,水,4,ドイツ語Ⅰ,1,1,川上　博子,F,船橋校舎,1234,1234,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P34D,前期,水,4,フランス語Ⅰ,1,1,石部　尚登,F,船橋校舎,1021,1021,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P34E,前期,水,4,中国語Ⅰ,1,1,賈　昕,F,船橋校舎,1031,1031,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P34F,前期,水,4,中国語Ⅰ,1,1,大山　昌道,F,船橋校舎,1032,1032,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P34G,前期,水,4,中国語Ⅰ,1,1,郭　海燕,F,船橋校舎,1023,1023,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A35M,前期,水,5,地理学 {1},2,2,梶山　貴弘,S,タワースコラ,S405,S405,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A35O,前期,水,5,建設材料 {再履修},2,3,梅村　靖弘,S,タワースコラ,S505,S505,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P35A,前期,水,5,ドイツ語Ⅰ,1,1,石山　晃一,F,船橋校舎,1233,1233,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P35B,前期,水,5,ドイツ語Ⅰ,1,1,川上　博子,F,船橋校舎,1234,1234,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P35C,前期,水,5,フランス語Ⅰ,1,1,石部　尚登,F,船橋校舎,1021,1021,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P35D,前期,水,5,中国語Ⅰ,1,1,賈　昕,F,船橋校舎,1031,1031,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P35E,前期,水,5,中国語Ⅰ,1,1,大山　昌道,F,船橋校舎,1032,1032,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P35F,前期,水,5,中国語Ⅰ,1,1,郭　海燕,F,船橋校舎,1023,1023,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P35G,前期,水,5,ドイツ語Ⅰ,1,1,時田　伊津子,F,船橋校舎,1232,1232,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A41M,前期,木,1,地盤力学Ⅰ {1},2,2,重村　智,S,駿河台校舎,151,151,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A41N,前期,木,1,水理学Ⅰ {2},2,2,安田　陽一,S,駿河台校舎,144,144,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,A41Q,前期,木,1,交通計画,2,3,金子　雄一郎,S,タワースコラ,S204,S204,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P41J,前期,木,1,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伴・三島　他,F,船橋校舎,105 113 134 143 144,105,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
2026,理工学部,土木工学科,P41J,前期,木,1,基礎物理学実験 {年間隔週}↓連続２時限【年間隔週】,2,1,伴・三島　他,F,船橋校舎,105 113 134 143 144,113,1_理工学部_01_土木工学科_0_2026年_時間割表1面_20260402195323.xls
